lyrics,tags,pos,year,title,artist,color,hue_0,hue_1,hue_2,rgb,random_rgb,spotify_uri
"Look at this photograph
Every time I do, it makes me laugh
How did our eyes get so red?
And what the hell is on Joey's head?

And this is where I grew up
I think the present owner fixed it up
I never knew we ever went without
The second floor is hard for sneakin' out

And this is where I went to school
Most of the time had better things to do
Criminal record says I broke in twice
I must've done it half a dozen times

I wonder if it's too late
Should I go back and try to graduate?
Life's better now than it was back then
If I was them, I wouldn't let me in

Oh oh oh
Oh God I, I

Every memory of looking out the back door
I had the photo album spread out on my bedroom floor
It's hard to say it
Time to say it
Goodbye, goodbye

Every memory of walking out the front door
I found the photo of the friend that I was looking for
It's hard to say it
Time to say it
Goodbye, goodbye

Goodbye

Remember the old arcade
Blew every dollar that we ever made
The cops hated us hangin' out
They say somebody went and burned it down

We used to listen to the radio
And sing along with every song we'd know
We said someday we'd find out how it feels
To sing to more than just the steering wheel

Kim's the first girl I kissed
I was so nervous that I nearly missed
She's had a couple of kids since then
I haven't seen her since God knows when

Oh oh oh
Oh God I, I

Every memory of looking out the back door
I had the photo album spread out on my bedroom floor
It's hard to say it
Time to say it
Goodbye, goodbye

Every memory of walking out the front door
I found the photo of the friend that I was looking for
It's hard to say it
Time to say it
Goodbye, goodbye

I miss that town
I miss their faces
You can't erase
You can't replace it

I miss it now
I can't believe it
So hard to stay
Too hard to leave it

If I could relive those days
I know the one thing that would never change

Every memory of looking out the back door
I had the photo album spread out on my bedroom floor
It's hard to say it
Time to say it
Goodbye, goodbye

Every memory of walking out the front door
I found the photo of the friend that I was looking for
It's hard to say it
It's time to say it
Goodbye, goodbye

Look at this photograph
Every time I do it makes me laugh
Every time I do it makes me","['alternative rock', 'canadian', 'death metal', 'electropop', 'funk rock', 'hard rock', 'music_for_people_who_dislike_music', 'pop and chart', 'pop rock', 'post-grunge', 'rock']",43,2005,Photograph,Nickelback,red,0,1,1,"(255, 0, 0)","rgb(247, 0, 13)",3hb2ScEVkGchcAQqrPLP0R
"Hands up! Hands up
Here's another one
And a - and another one

Eet eet WHOOP WHOOP!! why you all in my ear?
Talking a whole bunch of shit
That I ain't trying to hear
Get back mothafucker You don't know me like that
(Get back mothafucker)!! You don't know me like that!!)
Eet eet WHOOP WHOOP!! I ain't playing around
Make one false move I'll take ya down
Get back mothafucker! You don't know me like that
(Get back mothafucker!! You don't know me like that!!)

WHOO!! S-s-so c'mon c'mon
DON'T ... get swung on, swung on
It's the knick knack paddywhack, still ride in Cadillacs
Family off the street! made my homies put the baggies back
Still stacking plaques! (yep!) still action packed! (yep!)
And dough!! I keep it flipping like acrobats
That's why I pack a mac, that'll crack 'em back
Cause on my waist there's more Heat than the Shaq Attack
But I ain't speaking about ballin, ballin
Just thinking about brawlin till y'all start bawlin
We all in together now, birds of a feather now
Just bought a plane so we changing the weather now
So put your brakes on, caps put your capes on
Or knock off your block, get dropped and have your face flown
Cause I'll prove it! scratch off the music
Like hey little stupid! don't make me lose it!

Eet eet WHOOP WHOOP!! why you all in my ear?
Talking a whole bunch of shit
That I ain't trying to hear
Get back mothafucker You don't know me like that
(Get back mothafucker)!! You don't know me like that!!)
Eet eet WHOOP WHOOP!! I ain't playing around
Make one false move I'll take ya down
Get back mothafucker! You don't know me like that
(Get back mothafucker!! You don't know me like that!!)

I came (I came) I saw (I saw)
I hit 'em right dead in the jaw (in the jaw)
I came (I came) I saw (I saw)
I hit 'em right dead in the jaw (in the jaw)
I came (I came) I saw (I saw)
I hit 'em right dead in the jaw (in the jaw)
I came (I came) I saw (I saw)
I hit 'em right dead in the jaw (in the jaw)

See I caught 'em wit a right hook, caught 'em wit a jab
Caught 'em wit an uppercut, kicked 'em in his ass
Sent him on his way cause I ain't for that talk
No trips to the county, I ain't for that walk
We split like two pins at the end of a lane
We'll knock out your spotlight and put an end to your fame
Put a DTP pendant at the end of yo chain
Then put the booty of a Swisha at the end of a flame

Eet eet WHOOP WHOOP!! why you all in my ear?
Talking a whole bunch of shit
That I ain't trying to hear
Get back mothafucker You don't know me like that
(Get back mothafucker)!! You don't know me like that!!)
Eet eet WHOOP WHOOP!! I ain't playing around
Make one false move I'll take ya down
Get back mothafucker! You don't know me like that
(Get back mothafucker!! You don't know me like that!!)

HEY! You want WHAT wit me?
I'm a tell you one time, don't FUCK wit me
GET DOWN! Cause I ain't got nothing to lose
I'm having a bad day, don't make me take it out on you
You want WHAT wit me?
I'm a tell you one time, don't FUCK wit me
GET DOWN! Cause I ain't got nothing to lose
And I'm having a bad day, don't make me take it out on you

Man! Cause I don't wanna do that
I want to have a good time and enjoy my Jack
Sit back and watch the women get drunk as hell
So I can wake up in the morning wit a story to tell
I know it's been a lil while since I been out the house
But now I'm here, you wanna stand around
Running your mouth?
I can't hear nothing you saying or spitting, so whats up
Don't you see we in the club?! Man shut the fuck up!

Eet eet WHOOP WHOOP!! why you all in my ear?
Talking a whole bunch of shit
That I ain't trying to hear
Get back mothafucker You don't know me like that
(Get back mothafucker)!! You don't know me like that!!)
Eet eet WHOOP WHOOP!! I ain't playing around
Make one false move I'll take ya down
Get back mothafucker! You don't know me like that
(Get back mothafucker!! You don't know me like that!!)

Ah! We in the Red Light District!
Ah! We in the Red Light District!
WHOO!! We in the Red Light District!
Ah! We in the Red Light District!
WHOO!! We in the Red Light District!
WHOO!! The Red Light District!
WHOO!! The Red Light District!
Ah, we in The Red Light District","['american', 'dirty south', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'pop rap', 'rap', 'southern hip hop', 'trap rap']",77,2005,Get Back,Ludacris,red,0,1,1,"(255, 0, 0)","rgb(255, 0, 4)",3njpLvANriMsdv3dgADEad
"Nelly: Am I throwing you off?
Timbaland: Nope
Nelly: Didn't think so

Timbaland: How you doin' young lady?
That feelin' that you givin' really drives me crazy
You don't have to play about the joke
I was at a loss of words first time that we spoke

You lookin' for a girl that'll treat you right
You lookin' for her in the daytime with the light

You might be the type if I play my cards right
I'll find out by the end of the night

You expect me to just let you hit it
Will you still respect me if you get it?

All I can do is try, give me one chance
What's the problem? I don't see no ring on your hand
I be the first to admit it
I'm curious about you, you seem so innocent

You wanna get in my world, get lost in it
Boy I'm tired of running, let's walk for a minute

Promiscuous girl
Wherever you are
I'm all alone
And it's you that I want

Promiscuous boy
You already know
That I'm all yours
What you waiting for?

Promiscuous girl
You're teasing me
You know what I want
And I got what you need

Promiscuous boy
Let's get to the point
'Cause we're on a roll
Are you ready?

Roses are red, some diamonds are blue
Chivalry is dead, but you're still kind of cute

Hey, I can't keep my mind off you
Where you at, do you mind if I come through?

I'm out of this world, come with me to my planet
Get you on my level do you think that you can handle it?

They call me Thomas, last name Crown
Recognize game, I'mma lay mine's down

I'm a big girl, I can handle myself
But if I get lonely I'mma need your help
Pay attention to me I don't talk for my health

I want you on my team
So does everybody else

Shh, baby we can keep it on the low
Let your guard down ain't nobody gotta know

If you with it girl, I know a place we can go
What kind of girl do you take me for?

Promiscuous girl
Wherever you are
I'm all alone
And it's you that I want

Promiscuous boy
You already know
That I'm all yours
What you waiting for?

Promiscuous girl
You're teasing me
You know what I want
And I got what you need

Promiscuous boy
Let's get to the point
'Cause we're on a roll
Are you ready?

Don't be mad, don't get mean
Don't get mad, don't be mean
Don't be mad, don't get mean
Don't get mad, don't be mean

Wait, I don't mean no harm
I can see you with my t-shirt on

I can see you with nothing on
Feeling on me before you bring that on

(Bring that on?) You know what I mean
Girl, I'm a freak, you shouldn't say those things

I'm only trying to get inside your brain
To see if you can work me the way you say

It's okay, it's alright
I got something that you gon' like

Hey is that the truth or are you talking trash?
Is your game M.V.P. like Steve Nash?

Promiscuous girl
Wherever you are
I'm all alone
And it's you that I want

Promiscuous boy
I'm calling your name
But you're driving me crazy
The way you're making me wait

Promiscuous girl
You're teasing me
You know what I want
And I got what you need

Promiscuous boy
We're one and the same
So we don't gotta play games no more","['canada', 'canadian', 'folk', 'hip hop', 'hip hop rnb and dance hall', 'pop', 'pop and chart', 'r&b', 'rock']",3,2006,Promiscuous,Nelly Furtado,red,0,1,1,"(255, 0, 0)","rgb(255, 0, 7)",2gam98EZKrF9XuOkU13ApN
"Look at this photograph
Every time I do, it makes me laugh
How did our eyes get so red?
And what the hell is on Joey's head?

And this is where I grew up
I think the present owner fixed it up
I never knew we ever went without
The second floor is hard for sneakin' out

And this is where I went to school
Most of the time had better things to do
Criminal record says I broke in twice
I must've done it half a dozen times

I wonder if it's too late
Should I go back and try to graduate?
Life's better now than it was back then
If I was them, I wouldn't let me in

Oh oh oh
Oh God I, I

Every memory of looking out the back door
I had the photo album spread out on my bedroom floor
It's hard to say it
Time to say it
Goodbye, goodbye

Every memory of walking out the front door
I found the photo of the friend that I was looking for
It's hard to say it
Time to say it
Goodbye, goodbye

Goodbye

Remember the old arcade
Blew every dollar that we ever made
The cops hated us hangin' out
They say somebody went and burned it down

We used to listen to the radio
And sing along with every song we'd know
We said someday we'd find out how it feels
To sing to more than just the steering wheel

Kim's the first girl I kissed
I was so nervous that I nearly missed
She's had a couple of kids since then
I haven't seen her since God knows when

Oh oh oh
Oh God I, I

Every memory of looking out the back door
I had the photo album spread out on my bedroom floor
It's hard to say it
Time to say it
Goodbye, goodbye

Every memory of walking out the front door
I found the photo of the friend that I was looking for
It's hard to say it
Time to say it
Goodbye, goodbye

I miss that town
I miss their faces
You can't erase
You can't replace it

I miss it now
I can't believe it
So hard to stay
Too hard to leave it

If I could relive those days
I know the one thing that would never change

Every memory of looking out the back door
I had the photo album spread out on my bedroom floor
It's hard to say it
Time to say it
Goodbye, goodbye

Every memory of walking out the front door
I found the photo of the friend that I was looking for
It's hard to say it
It's time to say it
Goodbye, goodbye

Look at this photograph
Every time I do it makes me laugh
Every time I do it makes me","['alternative rock', 'canadian', 'death metal', 'electropop', 'funk rock', 'hard rock', 'music_for_people_who_dislike_music', 'pop and chart', 'pop rock', 'post-grunge', 'rock']",38,2006,Photograph,Nickelback,red,0,1,1,"(255, 0, 0)","rgb(255, 0, 5)",3hb2ScEVkGchcAQqrPLP0R
"
Yea these niggaz like me, haters want to fight me
Yea these niggaz mad 'cause I came up over night B
Yea I switch it up I got 9 kuff tightly
So you betta do the right thing like Spike Lee
Yep I'm superclean rock jeans wit a white tee
Niggaz round here soft but like niggaz want to fight me
If you had some figures you will be just like me
Yea these niggaz mad 'cause I shining like a light B
Niggaz talking yep in there muthaf**kin throwback
It ain't real, you know, that's Muhammedz where they sold dat
We stepping on these niggaz like a muthaf**kin door mat
When I hit the scene they take pictures call me Kodak
These hoes goin crazy like think they need some prozac
We the hottest thing in the marker and you no dat
If Yo bitch chosed up and she don't want to go back
We stackin big faces 'cause we still spending throwbacks!


Ohh I think they like me 


Haters want 2 fight me I'm snatching ya ass up
First nigga act up first nigga get bust
Just ta gettin shredded, while im twirlin n switchin swords
T-shirt stravaganza (franchize the white tee boyz)
Self made self paid we latch around in our white tee
Ashy black shirt well get down in ya brown tee
My hundred throwback we sport a jersey by Ali
And if he make one (hell naw dat dont sight me!)
I'm all about my cash ride around wit a nice peace
Ear piece icy they straight up like me


You heard pimpin playa (they shine so brightly)
Don't stand so close vision burners with ice blingers
Respect my whole squad no you can't even touch us 'cause
Role out the red carpet high 5 to show us love
Carry barretas count cheddar we trend settas
I'm a franchize niggga have a mil or betta



A young nigga
I luv to muthaf**kin fight
but when shit get thick I grab the k he grab the pipe
so when my muthaf**kin partnas
when they rumble when they right
strap up in all black, so make dem suckas see da light
some people say im crazy, my eye stay lazy
the neck so sweet, ten bricks for the 80
killin f**k niggas when they dont wanna pay me
ones on my shirt, stay clean so i made it
we back on the block, servin glass to the jay
nigga gotta glass jar, swappin shit, breakin face
gotta yays and a bar, clean ones, stay laced
gotta king fitch tell her get the f**k out tha way
wet paint, big shoes, move motors lets race
young nigga tryin ta get it, wat i care about a case
if u want me come n get me bitch i gotta AK
see yall nigga, me n my click n we dont muthaf**kin play


",['rap'],85,2006,I Think They Like Me,Dem Franchize Boyz,red,0,1,1,"(255, 0, 0)","rgb(255, 9, 0)",5a4AQWs84xeEyYUd1iC2Pn
"(Voice:)
In a state of emergency...

Timbaland
I ain't got no money
I ain't got no car to take you on a date
I can't even buy you flowers
But together we could be the perfect soulmates
Talk to me, girl

Keri Hilson
Oh, baby, it's alright, now you ain't gotta flaunt for me
If we go dutch, you can still touch my love, it's free
We can work without the perks, just you and me
Thug it out until we get it right

Baby, if you strip, you could get a tip
'Cause I like you just the way you are

Timbaland
I'm about to strip and I'm well equipped
Can you handle me the way I are

Keri Hilson
I don't need the cheese or the car keys
Boy, I like you just the way you are

Timbaland
Let me see ya strip, you can get a tip
'Cause I like, I like, I like

I ain't got no Visa
I ain't got no Red American Express
We can't go nowhere exotic
It don't matter 'cause I'm the one that loves you best
Talk to me, girl

Keri Hilson
Oh, baby, it's alright, now you ain't gotta flaunt for me
If we go dutch, you can still touch my love, it's free
We can work without the perks, just you and me
Thug it out until we get it right

Baby, if you strip, you could get a tip
'Cause I like you just the way you are

Timbaland
I'm about to strip and I'm well equipped
Can you handle me the way I are

Keri Hilson
I don't need the cheese or the car keys
Boy, I like you just the way you are

Timbaland
Let me see ya strip, you can get a tip
'Cause I like, I like, I like

D.O.E.
Baby girl, I don't got a huge ol' house, I rent a room in a house
Listen baby girl, I ain't got a motorboat, but I could float your boat
So listen baby girl, once you get a dose of D.O.E., you gon' want some mo'
So listen baby girl, when I make it, I want you there, want you there, yeah","['contemporary r&b', 'dance-pop', 'electropop', 'hip hop rnb and dance hall', 'pop', 'pop rap', 'pop rock']",18,2007,The Way I Are,Timbaland,red,0,1,1,"(255, 0, 0)","rgb(255, 7, 4)",2bLqfJjuC5syrsgDsZfGmn
"
Ridin' in the drop top with the top down,
Saw you switchin' lanes, girl,
Pull up to the red light, lookin' right,
Come here, let me get your name, girl

Tell me where you from, what you do, what you like,
Let me pick your brain, girl,
And tell me how they got that pretty little face on that pretty little frame, girl,
But let me show you 'round, let me take you out,

Bet you we could we could have some fun, girl,
'Cause we can do it fast fast, slow, whichever way you wanna run, girl,
But let me buy you drinks, better yet rings,
Do it how you want it done, girl,
And who would've thought that you could be the one 'cause I,

I can't wait to fall in love with you,
You can't wait to fall in love with me,
This just can't be summer love, you'll see,
This just can't be summer love (L-O-V-E)

Come on and let me show you 'round,
Let me take you out, bet you we could have some fun, girl,
'Cause we can dress it up, we can dress it down,
Any way you want it done, girl,
Or we can stay home, talkin' on the phone

Rappin' till we see the sun, girl,
Do what I gotta do, just gotta show you that I'm the one, girl,
Well I'm a freak yeah right, each and every night,
I know how to do it insane, girl

'Cause I can make it hot, make it stop,
Make you wanna say my name, girl,
Come on baby please 'cause I'm on my knees,
Can't get you off my brain, girl,
But who would've thought that you could be the one 'cause I,

I can't wait to fall in love with you,
You can't wait to fall in love with me,
This just can't be summer love, you'll see,
This just can't be summer love (L-O-V-E)

'Cause I can't wait to fall in love with you,
You can't wait to fall in love with me,
This just can't be summer love, you'll see,
This just can't be summer love (L-O-V-E)

Summer's over for the both of us,
But that doesn't mean we should give up on love,
Don't give up on love,
You're the one I've been thinking of,
And I knew the day I met you you'd be the one,

I can't wait to fall in love with you,
You can't wait to fall in love with me,
This just can't be summer love, you'll see,
This just can't be summer love (L-O-V-E)

'Cause I can't wait to fall in love with you,
You can't wait to fall in love with me,
This just can't be summer love, you'll see,
This just can't be summer love (L-O-V-E)


Let me set the mood right,
'Cause I'm gonna make you feel alright,
Let me set the mood right,
'Cause I'm gonna make you feel alright,

Gotta set the mood right,
Let me make you feel alright,
I'm gonna set the mood right,
I promise baby you'll feel alright,

Just let me set the mood right,
Let me make you feel alright,
I'm gonna set the mood right,
And you will say my name tonight,
If I set the mood right,
Promise girl you'll feel alright,
If you let me set the mood right,
I'll make you feel so good tonight,

If it feels good to you then it'll feel good to me,
Let me set the mood right.","['boogie', 'contemporary r&b', 'dance-pop', 'disco', 'electropop', 'pop', 'pop and chart', 'r&b', 'synth funk']",39,2007,Summer Love,Justin Timberlake,red,0,1,1,"(255, 0, 0)","rgb(255, 0, 0)",1MBM7CyZbwJpVbbZJnHHRg
"Ya'll Know What This Is.

Only thing that keeps me up
When I'm feelin' down
I don't know about you
But I gotta keep mines around
'Cause I done looked I done searched
& it's hard to find
Another Shorty Like Mine
Baby yes I'm
Addicted to how we kick it...
(This is goin' after all the shorties around the world.)
Everything you say to me
Never knew it could be so wicked
Hopin' that you stay with me
You search around the world
But you will never find
Another Shorty Like Mine
Shorty Like Mine.

I tell my niggas that uh you got a girl but she ain't nothin' like mine
Cute face nice size like mine
Stay kitted hood with It like mine
Mean walk talk the talk let me tell you some mo'.

I knew that when I ran into this one she would be the red rum of my pimpin'
Knew she would be the one to make me stop carin' about other girls in my jock & gettin' 'em
She was the one to slow me down hold me down I roll with her now
I go with her now I'm a grow with her I'm a go get her that's how, I got her.
Don't be mad you can't get one hotter
Broke them up when they made little mama
I don't care what my niggas say
She been there anyday for my drama
Some of the homies hate cause they want her wish they the one's that was datin' my woman
Go on get a good look cause she fine
& I don't mind 'cause she's mine.

Only thing that keeps me up
When I'm feelin' down
I don't know about you
But I gotta keep mines around
'Cause I done looked I done searched
& it's hard to find
Another Shorty Like Mine
Baby yes I'm
Addicted to how we kick it
Everything you say to me
Never knew it could be so wicked
Hopin' that you stay with me
You search around the world
But you will never find
Another Shorty Like Mine
Shorty Like Mine.

I tell my niggas that uh you got a girl but she ain't nothin' like mine
Cute face nice size like mine
Stay kitted hood with It like mine.
Mean walk talk Chris help me tell 'em what's up?

All this love inside of me
& all I want to do is give it to her.
I don't care what the fellas say 'about it
'Cause I got somethin' to say 'about it
What I'm about to say is straight up real talk no cut I don't play 'about it.
There ain't a price you can put on a girl who knows
Just what to say you when you need to hear it the most
& I'm a tell you somethin' else if I don't know nothin' else I know.

Only thing that keeps me up
When I'm feelin' down...
(Only thing that I need)
I don't know about you
But I gotta keep mines around...
(I gotta have a hoe)
'Cause I done looked I done searched
& it's hard to find
Another Shorty Like Mine.
(Hey)
Baby yes I'm
Addicted to how we kick it
Everything you say to me...
(Oh yeah)
Never knew it could be so wicked
Hopin' that you stay with me
You search around the world...
(Searchin')
But you will never find...
(Never find)
Another Shorty Like Mine
Shorty Like Mine.

I tell my niggas that uh you got a girl but she ain't nothin' like mine
Cute face nice size like mine
Stay kitted hood with It like mine
Mean walk talk the talk let me tell you some mo'.

I want to give her the world & I ain't never tryin' to lose her
I'm addicted to my girl & the way she twirls in that little skirt
Just for me in the club, in the crib in the streets
She reps for L.B. Dub E.N.T.
She have nice size with them pretty brown bright eyes
I'm a win it with the right prize & I'm gonna give it to her
To the rhythm of a high hat, she got a beautiful mind you can't buy that
& the sight from behind when she walk on by
Make a nigga wanna try that
She got the prettiest smile & she gangsta
Keep me from runnin' wild & I thank her
& we can talk about anything she got good conversation
My homey little friend & plus she patient.

Only thing that keeps me up
When I'm feelin' down
I don't know about you
But I gotta keep mines around
'Cause I done looked I done searched
& it's hard to find
Another Shorty Like Mine
Baby yes I'm
Addicted to how we kick it
Everything you say to me
Never knew it could be so wicked
Hopin' that you stay with me
You search around the world 
But you never find 
Another Shorty Like Mine, Shorty Like Mine.

I tell my niggas that uh you got a girl but she ain't nothin' like mine
Cute face nice size like mine...","['hip hop', 'r&b', 'rap']",54,2007,Shortie Like Mine,Bow Wow,red,0,1,1,"(255, 0, 0)","rgb(248, 0, 19)",6oUGAx0vkBcnGzYkvw0ZsA
"I'm holding on your rope
Got me ten feet off the ground
And I'm hearin' what you say but I just can't make a sound
You tell me that you need me
Then you go and cut me down, but wait
You tell me that you're sorry
Didn't think I'd turn around, and say

That it's too late to apologize, it's too late
I said it's too late to apologize, it's too late

I'd take another chance, take a fall
Take a shot for you,
And I need you like a heart needs a beat
But it's nothing new

I loved you with a fire red
Now it's turning blue, and you say
""Sorry"" like the angel heaven let me think was you
But I'm afraid

It's too late to apologize, it's too late
I said it's too late to apologize, it's too late

It's too late to apologize, it's too late
I said it's too late to apologize, it's too late
It's too late to apologize, yeah,
I said it's too late to apologize, yeah
I'm holdin' on your rope, got me ten feet off the ground","['contemporary r&b', 'dance-pop', 'electropop', 'hip hop rnb and dance hall', 'pop', 'pop rap', 'pop rock']",66,2007,Apologize,Timbaland,red,0,1,1,"(255, 0, 0)","rgb(243, 0, 3)",6ucR4KfvsBFWCMVFDvyKKl
"(chorus)
it's five in the morning and im up havin phone sex wit u u (so horny)
and now im on the hotline over here lustin for u u (so horny)
lets talk about sex baby
lets talk about u and me
lets talk about bubbles in the tub
lets talk about makin love
lets talk about u on top or me goin down
and lets have a lil phone sex baby on the hotline

(baby blue:)

on the hotline its not enough but I had to call ya cuz im home alone lustin for ya
im in my room nuthin but a towel on take them granny panties off out a thong on
I luv it when I hear ya moan ya got a sexy tone that turns ya boy on
u in a complete nother city on the fan line with nothin but a baby tee on?
u the kind of girl thats sexy in the boxer shorts im the kind of player to make u ride it like a porche
yeah I met u on myspace now im about to fly u out to my place in the morning

(chorus)
it's five in the morning and im up havin phone sex wit u u (so horny)
and now im on the hotline over here lustin for u u (so horny)
lets talk about sex baby
lets talk about u and me
lets talk about bubbles in the tub
lets talk about makin love
lets talk about u on top or me goin down
and lets have a lil phone sex baby on the hotline

(slick em)
it's 5:30 in the mornin ya moanin
im yawnin(im yawnin)
im lonely(im lonely)
we touchin and rubbin call me(call me)
my darlin(my darlin)
called u seven times baby girl dont stall me
I wanna kiss u from yo temple to yo feet from the dimples in yo cheek tattoo or yo belly ring
conversation underneath the sheets u know me red bull like a energy im a freak

(spectacular)
yeah girl u know I put it down like a vet say the sound of my deep voice make her sweat
u call me 5 a.m. on the dot and imma think about u from the bottom to the top
picture this u say u comin over thirty minutes later u was parked in the rover
jumped out the car and I met u at the door three seconds in the house and yo panties on the floor
kiss u in the mouth lay yo hands on my cheeks straight action on the carpet rug burns on my knees
over dose on this love scratch marks on my chest satisfied guaranteed wit the playboy spec

(chorus)
it's five in the morning and im up havin phone sex wit u u (so horny)
and now im on the hotline over here lustin for u u (so horny)
lets talk about sex baby
lets talk about u and me
lets talk about bubbles in the tub
lets talk about makin love
lets talk about u on top or me goin down
and lets have a lil phone sex baby on the hotline","['hip hop', 'hip hop rnb and dance hall', 'rap']",82,2007,On The Hotline,Pretty Ricky,red,0,1,1,"(255, 0, 0)","rgb(255, 0, 0)",1zyqZONW985Cs4osz9wlsu
"Yo Ush 
What up Kells 
Wanna introduce you to this girl, I think I really love this girl 
Yeah 
Man she so fine 
Straight up dawg 
She stand about 5'4"" coka cola red bone 
Damn
She drives a black Durango license plate say ""Angel"" tattoo on her ankle 
Plus she's making pesos
got a crib on Peach street right on 17th street 
And I call her ""TT"" 
Wait a minute hold on dawg.Do she got a kid? 
Yep 
Loves some Waffle House?
Yep 
Do she got a beauty mark on her left side of her mouth 
Man? 
Went to Georgia Tech 
Yep 
Works for TBS 
Yep 
Man I can't believe this shit… damn
Tell me whats wrong dawg, what the hell you damnin about 
Im your homie so just say whats on your mind 
Man I didn't know that you were talking bout her 
So man your telling me you know her 
Do I know her? like a pastor know his word 

We messing with the same girl same girl 
How could the love of my life, and my potential wife be the 
Same girl same girl 
Man I can't believe that we've been messing with the 
Same girl same girl
Thought she someone that I can trust 
but she's been doubling up with us 
You, can't, man we've been messing with the same girl 

See I met her at this party in Atlanta 
Well I met her at this party in Chicago 
She came right up to me givin me conversation 
I said do you got a man she said no, with no hesitation 
Well it must be a music thing cause she said the same to me 
Had her body all in my face, while I'm laughin and buyin her drinks 

She whispered in my ear and said can you take me home 
Me too
Man she was in the Chi singin that same song
Is that true?
And I thought it was true confessions when she said 
I love you 
Man I thought her body was calling when she said 
I want you 
See I even got some pictures on my phone 
Look there man she is with some boy shorts on 

We messing with the same girl same girl 
Shes the apple of my eye, and my potential wife 
Same girl same girl 
Man I just can't believe that we've been messing round with the 
Same damn girl
Same girl same girl
Thought she someone that I can trust 
But she's been doubling up with both of us 
You, ayy can't ,ayy man we've been messing with the same girl 

She said she got me on her ringtone 
Are you talking about the pink phone? 
Uh-uh , the blue one
Man she told me that was turned off
Its obvious that shes been playing us playing us 
Cause constantly she's been lyin to us lyin to us 
Don't like the way that she's been goin bout it goin bout it 
Kells what you think that we should do about it do about it 
Call her up at her home, she won't know that Im on the phone 
Yeah man that's a plan
Homie we about to bust this trick 
Man just tell her to meet up with you and Im gonna show up too 
And she won't know what to do 
We'll be standing there singing 

Same girl same girl 
She's was the apple of my eye, and your potential wife 
Same girl same girl 
I can't believe we've been messing with the same girl 
Same girl same girl 
You, can't, man we've been messing with the same girl 
See she was taken flights 
Going back and forth 
I would pick her up at the Airport 
Man I really can't believe 
Same girl same girl 
Hey…. The same girl same girl","['american', 'contemporary r&b', 'hip hop rnb and dance hall', 'hip-hop', 'neo soul', 'new jack swing', 'pop', 'pop rap', 'r&b', 'rnb', 'soul']",100,2007,Same Girl,R. Kelly,red,0,1,1,"(255, 0, 0)","rgb(236, 2, 0)",6OSmeoh8kXhCfz9WqvzDoJ
"I'm holding on your rope
Got me ten feet off the ground
And I'm hearin' what you say but I just can't make a sound
You tell me that you need me
Then you go and cut me down, but wait
You tell me that you're sorry
Didn't think I'd turn around, and say

That it's too late to apologize, it's too late
I said it's too late to apologize, it's too late

I'd take another chance, take a fall
Take a shot for you,
And I need you like a heart needs a beat
But it's nothing new

I loved you with a fire red
Now it's turning blue, and you say
""Sorry"" like the angel heaven let me think was you
But I'm afraid

It's too late to apologize, it's too late
I said it's too late to apologize, it's too late

It's too late to apologize, it's too late
I said it's too late to apologize, it's too late
It's too late to apologize, yeah,
I said it's too late to apologize, yeah
I'm holdin' on your rope, got me ten feet off the ground","['contemporary r&b', 'dance-pop', 'electropop', 'hip hop rnb and dance hall', 'pop', 'pop rap', 'pop rock']",5,2008,Apologize,Timbaland,red,0,1,1,"(255, 0, 0)","rgb(252, 15, 9)",6ucR4KfvsBFWCMVFDvyKKl
"This was never the way I planned, not my intention
I got so brave, drink in hand, lost my discretion
It's not what I'm used to, just wanna try you on
I'm curious for you caught my attention

I kissed a girl and I liked it
The taste of her cherry ChapStick
I kissed a girl just to try it
I hope my boyfriend don't mind it

It felt so wrong, it felt so right
Don't mean I'm in love tonight
I kissed a girl and I liked it
I liked it

No, I don't even know your name, it doesn't matter
You're my experimental game, just human nature
It's not what good girls do, not how they should behave
My head gets so confused, hard to obey

I kissed a girl and I liked it
The taste of her cherry ChapStick
I kissed a girl just to try it
I hope my boyfriend don't mind it

It felt so wrong, it felt so right
Don't mean I'm in love tonight
I kissed a girl and I liked it
I liked it

Us girls we are so magical
Soft skin, red lips, so kissable
Hard to resist, so touchable
Too good to deny it
Ain't no big deal, it's innocent

I kissed a girl and I liked it
The taste of her cherry ChapStick
I kissed a girl just to try it
I hope my boyfriend don't mind it

It felt so wrong, it felt so right
Don't mean I'm in love tonight
I kissed a girl and I liked it
I liked it","['""ur so fail""', 'american', 'américain', 'bubblegum', 'california gurls', 'cute', 'dance-pop', 'electropop', 'fail', 'failfail', 'her expression is like shes thinking something dumb', 'house', 'katy perry', 'lame', 'lolol trap?', 'megafail', 'multiple ipi', 'nope still fail', 'pop', 'pop rock', 'still fail', 'trap', 'united states', 'ur so faaaail', 'ur so fail', 'usa']",14,2008,I Kissed A Girl,Katy Perry,red,0,1,1,"(255, 0, 0)","rgb(255, 0, 0)",005lwxGU1tms6HGELIcUv9
